seed,cw_alpha,ec1,ec2,ec3,ec4,ec5,ec6,bm,cw_energy_volume,cw_ec_volume,cw_ec_volume_red,cw_fullcov,cw_redcov,cw_cwfullcov,cw_cwredcov,cw_Mvol,cw_Mcov,mv_energy_volume,mv_ec_volume,mv_ec_volume_red,mv_fullcov,mv_redcov,mv_cwfullcov,mv_cwredcov,mv_cwfullcov_upper,mv_cwredcov_upper,mv_Mvol,mv_Mcov
2.0,0.9,-0.715090534547425,0.11328641851230789,0.5304797401144162,2.072477426680831e-5,-0.0001062261490004853,-0.016920938830455534,0.11528998189380257,1.6912109703648079e-7,0.44179313896929656,0.5187685068585326,0.0,0.0,4.0,2.0,0.5855139261247947,1.0,2.343758669605238e-24,0.17846929319892052,0.844395644129758,0.0,1.0,6.0,3.0,6.0,3.0,1.9030098710488248,1.0
2.0,0.95,-0.715090534547425,0.11328641851230789,0.5304797401144162,2.072477426680831e-5,-0.0001062261490004853,-0.016920938830455534,0.11528998189380257,3.703381805332512e-5,0.5530134103600575,0.6493671265120524,0.0,0.0,5.0,2.0,0.732915531135223,1.0,4.054677258544708e-24,0.1825920979762729,0.8639019599401393,0.0,1.0,6.0,3.0,6.0,3.0,1.9469711489083383,1.0
3.0,0.4,-1.377003885529498,-1.2105844148683733,-1.2109491167764586,0.0006334688034240951,0.0005690187635888383,-0.08509741649996622,-1.2663003730274716,2.9293135218310133e-19,0.1699974359411211,0.24047140900977013,0.0,0.0,2.0,0.0,0.21946089274756073,0.0,1.945456442165389e-27,0.0928298155508252,1.1874843341869188,0.0,0.0,4.0,2.0,4.0,2.0,1.9194738739727755,0.0
3.0,0.45,-1.377003885529498,-1.2105844148683733,-1.2109491167764586,0.0006334688034240951,0.0005690187635888383,-0.08509741649996622,-1.2663003730274716,3.15008186466245e-18,0.18768253913643537,0.2654880315271436,0.0,0.0,2.0,0.0,0.24229175789614255,0.0,4.5048151127322604e-27,0.09613498547353078,1.229764257741111,0.0,0.0,4.0,2.0,4.0,2.0,1.9878160039019304,0.0
3.0,0.5,-1.377003885529498,-1.2105844148683733,-1.2109491167764586,0.0006334688034240951,0.0005690187635888383,-0.08509741649996622,-1.2663003730274716,2.1653346008642712e-17,0.2033795752400232,0.2876924157768823,0.0,0.0,2.0,0.0,0.262556096224029,0.0,1.1274758014810019e-26,0.0998809641125248,1.2776830317213168,0.0,0.0,4.0,2.0,4.0,2.0,2.065272886556967,0.0
3.0,0.55,-1.377003885529498,-1.2105844148683733,-1.2109491167764586,0.0006334688034240951,0.0005690187635888383,-0.08509741649996622,-1.2663003730274716,8.706907473012364e-16,0.23722190583921626,0.3355643903058457,0.0,0.0,2.0,0.0,0.3062453909762709,0.0,1.6190887928617267e-26,0.10139842338330832,1.2970944579008248,0.0,0.0,4.0,2.0,4.0,2.0,2.096649911360944,0.0
3.0,0.6,-1.377003885529498,-1.2105844148683733,-1.2109491167764586,0.0006334688034240951,0.0005690187635888383,-0.08509741649996622,-1.2663003730274716,1.4800663989590413e-14,0.2669452373897433,0.37760979751360724,0.0,0.0,3.0,1.0,0.34461719841794136,0.0,2.730301648875625e-26,0.10363036652346277,1.325645602788948,0.0,0.0,4.0,2.0,4.0,2.0,2.1428005637165293,0.0
3.0,0.65,-1.377003885529498,-1.2105844148683733,-1.2109491167764586,0.0006334688034240951,0.0005690187635888383,-0.08509741649996622,-1.2663003730274716,9.007745929051262e-14,0.28780795853626634,0.40712134821499496,0.0,0.0,3.0,1.0,0.3715502599821472,0.0,4.558651534597596e-26,0.10586760972442909,1.3542645463594987,0.0,0.0,4.0,2.0,4.0,2.0,2.189060807243857,0.0
3.0,0.7,-1.377003885529498,-1.2105844148683733,-1.2109491167764586,0.0006334688034240951,0.0005690187635888383,-0.08509741649996622,-1.2663003730274716,6.429890106054955e-13,0.31236972955630166,0.4418654233374511,0.0,0.0,3.0,1.0,0.40325866879241345,0.0,7.535292979159815e-26,0.10810789981313852,1.3829224658931225,0.0,0.0,4.0,2.0,4.0,2.0,2.23538405231207,0.0
3.0,0.75,-1.377003885529498,-1.2105844148683733,-1.2109491167764586,0.0006334688034240951,0.0005690187635888383,-0.08509741649996622,-1.2663003730274716,1.4133357835504902e-11,0.3552935718599498,0.5025837323032786,0.0,0.0,3.0,1.0,0.4586718854680861,0.0,1.3937045047220665e-25,0.11091374526858591,1.4188150021727952,0.0,0.0,4.0,2.0,4.0,2.0,2.2934014793012234,0.0
