seed,alpha,VE,mv_energy_volume,mv_vfe_volume,mv_vfe_cov,mm_energy_volume,mm_vfe_volume,mm_vfe_cov,cb_energy_volume,cb_vfe_volume,cb_vfe_cov,cw_energy_volume,cw_vfe_volume,cw_vfe_cov
14.0,0.55,-0.11075399442968781,0.002079223408255675,0.2784051438148708,1.0,0.0008857016960105486,0.18170647995545955,0.0,0.0022369788409507684,0.29915288831865705,1.0,0.0008971095048431828,0.19548702636185505,0.0
14.0,0.6,-0.11075399442968781,0.0024104704438172053,0.29976269351702367,1.0,0.0011281604519097807,0.205074713148934,0.0,0.0029787983469214386,0.3726942934116541,1.0,0.0011261192381865632,0.22044564394610883,0.0
14.0,0.65,-0.11075399442968781,0.002722001671940211,0.3185450574209385,1.0,0.0013229239658568888,0.22207216121713688,1.0,0.003603661835693192,0.40240907872955056,1.0,0.0013288361306840175,0.22953899732526803,1.0
14.0,0.7,-0.11075399442968781,0.0034837741501022473,0.36037252545366355,1.0,0.0017300149848433353,0.25395198366554994,1.0,0.0038631467810469893,0.41661468701986903,1.0,0.0016501282178874646,0.26344596379918106,1.0
14.0,0.75,-0.11075399442968781,0.004286368461319832,0.39973431115895175,1.0,0.0021679051576978664,0.28428033359496085,1.0,0.004362998614456101,0.43350907660603594,1.0,0.0019972524948108877,0.28410773868322337,1.0
14.0,0.8,-0.11075399442968781,0.004781832842189402,0.42220548624187426,1.0,0.0034683744748287243,0.35957514793900514,1.0,0.006306014927939696,0.5857824932574216,1.0,0.0029787983469214386,0.3726942934116541,1.0
14.0,0.85,-0.11075399442968781,0.006152918456179329,0.47892472312547674,1.0,0.004177305344881715,0.3946160889271056,1.0,0.00661455560790225,0.5905471517639658,1.0,0.0038631467810469893,0.41661468701986903,1.0
14.0,0.9,-0.11075399442968781,0.007314666204342517,0.5221844480511545,1.0,0.00622840388831462,0.4818535474817706,1.0,0.008248421986252136,0.5995334271712298,1.0,0.006306014927939696,0.5857824932574216,1.0
14.0,0.95,-0.11075399442968781,0.009603634211698587,0.598335102230044,1.0,0.008971503001841368,0.5783081069932262,1.0,0.010319343197309587,0.636572698536703,1.0,0.008248421986252136,0.5995334271712298,1.0
7.0,0.4,-0.06068391779997917,0.0012145316922156145,0.21575997805660563,1.0,0.0004353104636771862,0.12917129589954413,1.0,0.0015478589946572013,0.20607950678734022,1.0,0.0004850124294918038,0.12738245996123843,1.0
